category,picture,title,link,product_id,price,color,brand
Men Training,"https://assets.reebok.com/images/w_385,h_385,f_auto,q_auto:sensitive,fl_lossy/b01389f019b64566b2c3a88101560422_9366/reebok-legacy-lifter.jpg",Reebok Legacy Lifter,https://www.reebok.com/us/reebok-legacy-lifter/BS5980.html,BS5980,200,Black / Gold,Reebok
Men Casual,"https://assets.reebok.com/images/w_385,h_385,f_auto,q_auto:sensitive,fl_lossy/678649407b0c41ca951aa828017013e8_9366/work-n-cushion-3.0.jpg",WORK N CUSHION 3.0,https://www.reebok.com/us/work-n-cushion-3.0/BS9523.html,BS9523,39.97,White / Steel,Reebok
Men Casual,"https://assets.reebok.com/images/w_385,h_385,f_auto,q_auto:sensitive,fl_lossy/47fe3781b1924b8fbd29a821005360b4_9366/work-n-cushion-3.0.jpg",WORK N CUSHION 3.0,https://www.reebok.com/us/work-n-cushion-3.0/BS9524.html,BS9524,60,Black,Reebok
Men Casual,"https://assets.reebok.com/images/w_385,h_385,f_auto,q_auto:sensitive,fl_lossy/c00e57c0605d466e89daa82100565067_9366/reebok-work-n-cushion-3.0-kc.jpg",Reebok Work N Cushion 3.0 KC,https://www.reebok.com/us/reebok-work-n-cushion-3.0-kc/BS9528.html,BS9528,60,Black / Black,Reebok
Men Casual,"https://assets.reebok.com/images/w_385,h_385,f_auto,q_auto:sensitive,fl_lossy/c9b1240752f0441cb289a82801742cfe_9366/reebok-work-n-cushion-3.0-kc.jpg",Reebok Work N Cushion 3.0 KC,https://www.reebok.com/us/reebok-work-n-cushion-3.0-kc/BS9530.html,BS9530,60,White / Steel,Reebok
Men Casual,"https://assets.reebok.com/images/w_385,h_385,f_auto,q_auto:sensitive,fl_lossy/39bb5018dda849c28bbea808011107b6_9366/walk-ultra-6-dmx-max.jpg",Walk Ultra 6 DMX MAX,https://www.reebok.com/us/walk-ultra-6-dmx-max/BS9533.html,BS9533,70,White / Steel,Reebok
Men Casual,"https://assets.reebok.com/images/w_385,h_385,f_auto,q_auto:sensitive,fl_lossy/50f55763a70a4072ba66a8210059600d_9366/walk-ultra-6-dmx-max.jpg",Walk Ultra 6 DMX MAX,https://www.reebok.com/us/walk-ultra-6-dmx-max/BS9534.html,BS9534,70,Black / Alloy,Reebok
Men Casual,"https://assets.reebok.com/images/w_385,h_385,f_auto,q_auto:sensitive,fl_lossy/800d7475ac154e9c8d77a8080113205b_9366/walk-ultra-6-dmx-max-2e.jpg",Walk Ultra 6 DMX MAX 2E,https://www.reebok.com/us/walk-ultra-6-dmx-max-2e/BS9537.html,BS9537,70,White / Steel,Reebok
Men Casual,"https://assets.reebok.com/images/w_385,h_385,f_auto,q_auto:sensitive,fl_lossy/7e38f50862d24364b61aa8080115f57d_9366/walk-ultra-6-dmx-max-2e.jpg",Walk Ultra 6 DMX MAX 2E,https://www.reebok.com/us/walk-ultra-6-dmx-max-2e/BS9538.html,BS9538,70,Black / Alloy,Reebok
Men Casual,"https://assets.reebok.com/images/w_385,h_385,f_auto,q_auto:sensitive,fl_lossy/f4a8b969581e4c9f9805a80801171cd3_9366/walk-ultra-6-dmx-max-4e.jpg",Walk Ultra 6 DMX MAX 4E,https://www.reebok.com/us/walk-ultra-6-dmx-max-4e/BS9539.html,BS9539,70,White / Steel,Reebok
